n,mp,mp11
0,0.023578882217407227,0.14385080337524414
10,0.034428675969441734,0.1452632745107015
20,0.05028160413106283,0.15012860298156738
30,0.07241415977478027,0.1559762159983317
40,0.1020052433013916,0.16911911964416504
50,0.1377418041229248,0.1858816146850586
60,0.18048652013142905,0.20600358645121256
70,0.22900907198588052,0.2327735424041748
80,0.2860589027404785,0.26453765233357746
90,0.35022322336832684,0.3005836009979248
100,0.41935094197591144,0.3415341377258301
