n,mp,mp11
0,0.0006433010101318352,0
10,0.004409503936767579,0.002735948562622048
20,0.007956933975219727,0.006653833389282243
30,0.013206005096435547,0.010708808898925781
40,0.019809675216674805,0.013823270797729492
50,0.027671718597412107,0.0194704532623291
60,0.0362703800201416,0.02505130767822264
70,0.04812355041503907,0.032411241531372065
80,0.060021495819091795,0.039793062210083
90,0.0725700855255127,0.04900479316711426
100,0.0881525993347168,0.0585923671722412
