n,mp,mp11
0,0.0008947054545084612,0
10,0.013001124064127605,0.004003842671712221
20,0.031652768452962235,0.01067487398783365
30,0.058154503504435226,0.01956780751546225
40,0.09049487113952637,0.031001965204874693
50,0.12864867846171063,0.043488264083862305
60,0.17606345812479657,0.05882231394449869
70,0.22868824005126953,0.07617362340291342
80,0.2893657684326172,0.09677553176879883
90,0.3594526449839274,0.12228631973266599
100,0.4338905016581217,0.14488919576009116
