n,mp,mp11
0,0.0238893985748291,0.14355993270874023
10,0.03409218788146973,0.1474762439727783
20,0.06465516090393067,0.15418620109558107
30,0.1334773063659668,0.16679596900939941
40,0.2605781555175781,0.17797746658325195
50,0.45853586196899415,0.19474682807922364
60,0.748447036743164,0.21610050201416015
70,1.1526833534240724,0.23956990242004395
80,1.6757548809051515,0.2669055938720703
90,2.3513773918151855,0.3000351905822754
100,3.168856477737427,0.33275508880615234
