n,mp,mp11
0,0.02351697285970052,0.14266157150268555
10,0.027124961217244465,0.14521590868631998
20,0.030785640080769856,0.1480999787648519
30,0.03605159123738607,0.1523167292277018
40,0.04263496398925781,0.1566932201385498
50,0.05031442642211914,0.16314109166463217
60,0.058963616689046226,0.16861494382222494
70,0.07083368301391602,0.174241304397583
80,0.08326141039530437,0.18246754010518393
90,0.09586254755655925,0.19127567609151205
100,0.1110984484354655,0.20247205098470053
