n,circle,mp11
0,0.0002825736999511712,0
10,0.00014691352844238212,0
20,0.0008728027343750007,0.001855611801147461
30,0.0018701553344726562,0.005357265472412109
40,0.002934503555297851,0.010522031784057626
50,0.004464626312255859,0.015979957580566403
60,0.006401920318603517,0.024580144882202143
70,0.007920885086059568,0.03663754463195802
80,0.010346174240112305,0.04794077873229981
90,0.012774229049682617,0.062358379364013686
100,0.015662240982055667,0.08189506530761717
