n,mp11
0,0.08901824951171874
10,0.09145355224609375
20,0.09608311653137207
30,0.10317163467407227
40,0.11316485404968261
50,0.1250990390777588
60,0.13923163414001466
70,0.15699305534362792
80,0.1795015811920166
90,0.2022921085357666
100,0.22837333679199218
