n,mp,mp11
0,0.0001418590545654297,0.00020265579223632812
10,0.005276123682657879,0.002517779668172196
20,0.009610652923583984,0.005724986394246415
30,0.015876770019531247,0.011665900548299149
40,0.02370627721150716,0.01663597424825032
50,0.03042912483215332,0.025918006896972642
60,0.040886004765828446,0.03634325663248697
70,0.05131697654724121,0.04560343424479167
80,0.06395292282104492,0.05583071708679199
90,0.0790263811747233,0.07156348228454588
100,0.09305445353190105,0.08542490005493165
