n,mp,mp11
0,0.016162538528442384,0.11892647743225097
10,0.023082733154296875,0.12151803970336914
20,0.031929302215576175,0.12629942893981932
30,0.04353690147399902,0.13131942749023437
40,0.05867152214050293,0.13740224838256837
50,0.07631034851074218,0.1461256504058838
60,0.09717097282409667,0.15444011688232423
70,0.12293062210083008,0.16577496528625488
80,0.15181512832641603,0.17741289138793945
90,0.1835336208343506,0.18832149505615234
100,0.2180917739868164,0.200287389755249
